what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116698069
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1461116707666
activated,editor,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.core.dtdsource.source",1461116712970
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116717088
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116717743
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116718289
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116769600
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1461116775123
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461116781088
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461116781261
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461116784916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116785478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116794636
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1461116794730
activated,editor,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.core.dtdsource.source",1461116795198
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1461116796836
opened,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1461116796961
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1461116797023
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116799722
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116800736
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116802624
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116805182
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116805993
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116806804
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116807444
