what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1461116488254
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116488815
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116506724
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1461116508019
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116508456
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116514415
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1461116516209
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116516755
activated,editor,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.core.dtdsource.source",1461116520172
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116524248
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116524878
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116525346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116526693
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116528955
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116529969
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116531154
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116532184
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116532797
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116564662
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1461116565286
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1461116566331
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116567017
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461116573195
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116578762
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461116621288
