what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.navigate.openResource",1461136637626
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1461136639857
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461136640730
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1461136640746
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136641089
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1461136641183
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1461136641370
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136644615
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136645301
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136649029
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1461136668545
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1461136677702
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461136685596
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1461136685768
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1461136690026
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1461136695642
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1461136698060
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1461136702803
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136706063
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136729032
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136729952
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136942580
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136943064
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136945404
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1461136947089
